board_value_range
22
22
22
22
22
22
22
22
22
24
24
24
24
26
26
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
27
27
27
22
19
19
19
19
19
19
19
19
19
19
19
19
18
18
18
18
18
18
18
18
18
18
17
17
17
17
17
19
19
19
19
21
21
21
23
23
23
23
23
23
23
23
26
26
26
24
24
24
24
24
24
24
22
22
22
21
21
22
22
22
22
22
22
22
22
23
23
23
21
21
21
21
9
9
9
22
22
22
22
22
22
22
23
23
23
22
22
