board_value_range
28
28
28
28
28
28
28
21
21
21
21
21
21
21
21
17
17
17
17
23
23
23
23
23
23
23
23
23
21
21
21
21
21
28
28
28
28
27
27
27
26
26
26
26
26
26
26
26
26
26
26
26
26
24
24
24
24
24
24
28
28
28
28
28
28
24
24
24
24
25
25
9
9
-2
-2
-2
-2
-2
-2
-6
-6
-15
-15
-15
-15
-23
-23
-23
-23
-23
-23
-31
-31
-31
-31
-31
29
29
29
29
29
29
29
29
29
29
29
30
30
30
30
24
24
24
24
24
21
21
21
19
19
19
19
18
18
18
18
4
4
-11
-11
-11
-11
-24
-24
-24
29
29
29
29
29
25
25
25
25
25
25
23
26
26
26
22
22
22
19
19
19
19
19
19
19
18
18
18
18
10
10
10
-1
-1
-1
-1
-12
-12
-12
-12
-12
-8
-8
-8
-17
-17
-32
-32
-32
-32
-32
-32
-34
-34
-34
-34
-34
-34
-32
-32
-32
-32
25
25
25
25
25
25
25
24
24
24
24
22
22
22
22
19
19
19
19
20
21
20
21
21
21
21
21
21
23
9
9
9
9
9
10
26
26
26
26
26
24
24
24
24
24
24
24
24
22
22
22
22
20
20
20
24
24
24
24
24
18
18
20
20
20
20
20
20
20
20
20
18
18
18
18
17
17
17
17
17
17
20
20
20
20
20
20
9
13
13
13
0
0
0
0
-18
-18
-18
-15
26
26
26
26
26
26
26
25
25
25
25
22
22
22
22
28
28
28
28
28
28
28
23
23
18
18
18
18
18
18
21
21
21
21
21
21
21
20
20
20
20
19
19
19
19
18
18
18
21
21
24
24
24
24
24
24
24
24
24
24
21
23
23
23
23
23
23
23
23
23
21
21
18
23
23
23
23
20
20
20
20
20
19
19
19
19
19
19
19
26
26
26
23
27
27
27
27
27
27
27
24
24
24
24
24
24
24
24
24
19
19
24
24
24
24
24
24
24
22
22
22
22
22
22
23
26
26
26
26
26
26
26
26
26
26
26
26
24
24
24
24
24
21
21
21
21
21
21
21
21
21
21
21
21
19
19
19
20
20
20
20
20
20
20
6
6
6
6
-5
-5
-5
-5
-12
-12
-21
-21
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-29
-30
-30
-30
-19
-19
-19
-19
-34
-34
-34
-34
-34
31
31
31
31
31
31
31
26
26
26
26
26
29
26
26
26
24
24
23
24
27
23
23
23
23
21
21
24
24
24
24
24
24
24
22
22
22
22
24
24
24
24
24
24
21
21
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
19
19
25
25
25
25
25
25
25
26
26
26
26
26
24
24
24
24
24
24
24
24
24
24
24
24
24
24
21
21
21
23
23
23
22
22
22
22
22
20
20
23
23
25
25
25
25
25
25
25
25
25
24
24
24
24
22
22
22
22
20
20
26
26
26
26
26
25
25
25
25
25
25
21
21
21
22
22
22
22
22
19
19
19
19
19
19
9
9
9
9
0
0
0
0
-12
-12
-12
-12
-24
-24
-24
-24
-32
-32
-32
-32
-32
-32
-31
-31
-31
-31
-31
-31
-31
-31
-35
-35
29
29
29
29
29
29
29
27
27
27
27
25
25
25
25
25
25
30
30
30
30
30
30
30
28
28
22
22
22
22
22
22
22
21
21
21
22
22
22
22
22
22
22
25
25
25
25
25
28
28
28
28
28
28
31
31
31
25
26
26
26
26
26
26
26
29
29
29
29
29
29
29
26
26
25
25
25
25
25
25
24
27
25
25
25
25
25
25
26
26
26
27
27
27
27
27
27
27
29
29
22
22
22
22
22
22
23
23
23
23
23
23
27
27
27
27
27
23
23
23
23
23
21
21
21
21
24
24
24
24
24
24
24
24
24
22
22
22
22
21
21
21
21
21
22
22
22
22
15
29
29
29
29
29
29
29
29
29
28
28
28
28
28
28
28
28
28
24
24
24
24
24
24
24
24
24
20
20
29
29
29
29
29
29
30
30
30
30
30
30
25
25
25
25
25
25
25
24
24
25
25
25
25
25
25
25
27
27
27
27
26
26
26
26
25
25
25
25
25
25
25
26
26
26
26
29
29
27
27
27
27
27
27
27
27
27
20
20
20
21
21
21
21
28
28
28
28
28
24
24
24
24
24
23
23
23
23
23
23
22
22
22
22
22
