points_diff
3
-1
0
-3
-2
-5
8
6
7
5
6
5
11
9
18
17
18
17
23
3
0
1
-1
0
-2
-1
0
-10
-9
-8
-10
-9
-17
-13
-17
-16
-7
-10
-9
-24
1
-3
-1
-4
-3
-2
-5
-3
-5
1
-1
0
-11
-8
-10
-9
-11
-10
-17
-16
-9
-13
-12
-15
-6
-9
-8
-10
-4
-6
3
1
3
2
3
2
-1
-2
-7
-8
-5
-6
-8
-9
-13
-14
-15
-14
-16
-15
-18
-17
-19
-18
-19
-11
2
-2
-1
-14
-13
-17
-14
-17
-16
-18
-12
-15
-13
-15
-4
-6
-5
-7
-6
-16
-15
-17
-9
-11
-10
-11
-5
-6
-5
-6
1
0
5
4
5
4
9
8
9
4
1
-3
-2
-5
7
4
5
2
4
1
9
7
8
7
17
15
16
5
6
4
5
3
4
2
9
7
8
7
12
11
12
13
12
10
9
11
10
8
7
6
2
3
-1
0
-1
7
8
5
6
3
4
-3
-2
-3
-2
-4
-3
-13
-12
-15
-14
-25
1
-3
-1
-4
-3
-5
3
1
2
0
9
6
7
6
14
13
14
13
18
16
17
11
12
10
11
9
10
3
11
8
9
6
7
-2
0
2
-1
0
-3
6
3
4
1
2
0
2
0
8
6
7
6
14
12
13
6
10
6
7
6
17
16
22
1
-2
-1
-3
3
1
2
0
8
6
7
6
13
11
12
11
12
11
16
13
14
12
13
12
17
9
10
6
12
9
8
5
17
16
17
16
30
2
-1
2
-1
2
0
10
7
9
7
16
14
15
13
21
4
1
3
0
2
0
10
8
19
18
19
18
19
18
23
1
-2
-1
-3
-2
-4
3
1
2
0
6
5
6
5
13
11
12
5
8
6
13
12
13
10
22
1
-2
-1
-4
5
3
1
-3
-2
-5
-4
-6
-5
-7
1
-1
8
6
1
-2
0
-10
-9
-11
-9
-11
-2
-5
-4
-5
-4
-5
-4
-9
-8
-12
-1
-3
2
-2
-1
-4
-3
-6
4
2
8
6
8
6
7
5
7
17
16
24
1
-3
-1
-3
-1
-3
4
2
3
2
3
2
13
10
1
-3
-2
-5
-3
-6
0
-2
-1
-3
-2
-12
3
0
1
-1
8
6
7
5
6
4
10
8
9
7
8
7
19
17
18
10
11
7
8
6
7
6
15
13
14
13
19
18
19
18
15
14
13
12
9
10
8
9
6
7
5
6
5
6
4
5
-5
6
3
4
-7
-6
-9
-2
-1
-4
-3
4
5
2
4
2
22
3
-1
0
-4
-3
-6
4
2
3
1
2
0
16
13
15
4
7
4
4
2
12
10
11
10
18
16
23
4
1
2
0
1
-1
7
5
6
4
10
7
8
6
7
6
15
13
21
1
-1
0
-2
-1
-3
4
2
3
2
3
2
8
6
7
6
13
10
18
15
23
1
-2
-1
-4
-2
-5
1
-1
9
11
9
18
5
3
-1
0
-2
-1
-3
3
1
2
0
1
0
8
7
8
0
1
-2
4
2
3
1
2
-9
-8
-17
-16
-20
3
-1
1
-2
-1
-3
1
0
11
8
9
6
14
12
13
11
19
17
23
1
-3
-2
-5
3
0
1
-2
-1
-3
7
5
7
-3
-2
-6
-5
-8
2
-1
0
-1
0
-1
11
9
10
9
8
7
8
7
12
11
12
11
16
17
15
16
15
16
13
14
13
14
3
4
1
2
-7
-6
-8
-7
-14
-13
-22
1
-3
-1
-4
-1
-3
6
3
4
2
10
8
9
7
8
6
21
2
-2
-1
-4
-1
-4
5
2
15
16
14
15
13
15
13
19
18
19
18
26
1
-2
0
-2
-1
-12
-11
-15
-12
-16
-3
3
0
1
-2
7
4
9
7
19
21
1
-3
0
-3
-2
-4
5
2
-2
0
-2
-1
-4
5
2
3
6
-3
-2
-5
-4
-6
1
11
8
9
7
8
6
13
14
11
21
2
-2
-1
-4
-3
-6
2
-1
11
12
10
11
9
10
18
15
16
14
15
13
21
2
-1
1
-2
8
5
7
4
5
-6
-3
-5
-4
3
0
1
-1
0
-2
4
2
3
11
9
10
8
16
14
15
13
14
7
8
9
5
13
12
2
-2
-1
-5
-4
-7
-6
-9
0
-2
-1
3
0
1
-2
0
-3
8
6
7
8
6
2
-1
1
-2
8
6
7
1
-3
-1
-4
-2
-13
-9
-8
-11
-9
-11
-1
0
-2
-1
-3
6
3
11
9
11
1
-3
-2
-5
-4
-7
-2
-4
-3
-5
4
1
2
0
8
9
7
8
6
7
5
12
9
10
8
15
12
13
1
-2
0
-3
-2
-5
-3
-5
12
10
12
19
16
17
15
23
1
-3
-2
-6
5
2
3
1
3
13
10
12
10
12
10
17
15
16
17
16
22
