turn,player_cards,demon_cards
1,7,9
2,6,10
3,7,9
4,7,9
5,7,9
6,6,10
7,7,9
8,5,11
9,7,9
10,6,10
11,5,11
12,4,12
13,4,12
14,4,12
15,3,13
16,3,13
17,5,11
18,5,11
19,6,10
20,8,8
